Index 1,values,x,y
English,1.621673544,1.621673544,0
Logical,1.243480654,0,1.243480654
Quant,2.690876206,-2.690876206,0
Domain Foundation,1.634715369,0,-1.634715369
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
